timestamp,location_id,pH,temperature,turbidity,dissolved_oxygen,conductivity,latitude,longitude
2023-01-01 00:00:00,LOC004,7.254697397302446,22.89625872509706,1.77433962545786,9.267651511187974,597.6040719355947,40.73777968239094,-73.91627808570414
2023-01-01 01:00:00,LOC005,7.562883311949346,19.744626849714447,3.549558761474594,8.288728003009837,639.9486426972343,40.73166843560169,-73.99067126152781
2023-01-01 02:00:00,LOC003,7.440504615868357,20.72092721138337,5.503310756576572,6.842883381286729,437.134569492543,40.76773039592981,-73.92612219710814
2023-01-01 03:00:00,LOC005,7.311942012139566,25.445337127590264,5.813930720221351,6.666871645222193,472.24863811397665,40.728958270467075,-73.9040083310358
2023-01-01 04:00:00,LOC005,6.8047627722773445,22.339811231613293,4.507221012905819,6.448487750941071,396.36907526262297,40.75771997464226,-73.93214526585818
2023-01-01 05:00:00,LOC002,7.435734178567998,17.685166065047902,1.5676948363319552,8.662051834758474,479.65388589196954,40.7065892165032,-73.94294385953754
2023-01-01 06:00:00,LOC003,8.141012248237518,24.757686803725612,2.315267466831574,9.188596823087009,496.3410025657069,40.71912891566965,-73.90543703222511
2023-01-01 07:00:00,LOC003,7.872710023077489,19.995567743383017,2.2422380770514243,9.849362141386381,565.964999808237,40.74074052716114,-73.95570628782656
2023-01-01 08:00:00,LOC003,7.996593313319699,27.619893328652637,3.869129892747086,8.84310533232324,609.0183471020447,40.79369492539087,-73.94007064336895
2023-01-01 09:00:00,LOC005,6.944392161784408,25.240144197143945,4.203468672167657,9.162838577534986,425.1903935378353,40.73772519857157,-73.95236617065056
2023-01-01 10:00:00,LOC004,6.70519758987071,20.658034313023748,3.850177781148511,7.419983667346315,303.26749357740056,40.76640741211998,-73.90671537786397
2023-01-01 11:00:00,LOC003,7.137106539950176,25.843049085205337,6.402353680122818,6.8435841832561435,497.8755220723758,40.72550872224214,-73.99239152732345
2023-01-01 12:00:00,LOC005,7.227862456144347,22.20356653158221,10.527178101107816,8.850079332417554,529.353752996864,40.71270335759733,-73.94988802991747
2023-01-01 13:00:00,LOC002,7.747095759235474,24.55832102536666,2.80144244056623,8.4176807522394,524.9417687685042,40.70585366000801,-73.93130475586146
2023-01-01 14:00:00,LOC004,6.35376768514259,23.454198451883425,1.2372158218506095,8.107444374340892,467.3326752490956,40.73054134985428,-73.92080934615778
2023-01-01 15:00:00,LOC002,7.964775159730307,19.46093003502738,1.6899239351167106,8.38737148063299,512.4752099663934,40.715766102679694,-73.94169813525559
2023-01-01 16:00:00,LOC004,7.120996050710506,20.069350503047612,3.373822538356346,8.323185482458205,651.5444808352247,40.71740104480161,-73.90910822558786
2023-01-01 17:00:00,LOC005,6.98655946502629,25.089882452743485,6.247885568625557,9.28381685985356,538.173416896251,40.776075930838694,-73.90580085531163
2023-01-01 18:00:00,LOC001,6.693947812369917,20.995674003680378,1.4959454856774737,9.294985584816956,462.6631574996916,40.70158380709449,-73.99356807768064
2023-01-01 19:00:00,LOC004,6.372571664067116,20.78905461027401,8.996137543336426,8.544220352340346,449.98021829040044,40.75578101257354,-73.95976294604587
2023-01-01 20:00:00,LOC002,7.6115852919809575,19.134632261951943,1.9069753768252367,8.845802872562928,483.0147642322269,40.73794613805935,-73.99765409782789
2023-01-01 21:00:00,LOC005,7.236658983594202,23.270797196780382,6.062319652556185,8.514062552424775,663.673996183064,40.75065499999086,-73.96705833426256
2023-01-01 22:00:00,LOC004,6.555019550129473,28.187574757729436,3.796997585168655,7.538830267965381,481.66992904738026,40.75628302372146,-73.94631317820294
2023-01-01 23:00:00,LOC001,6.552460613968192,18.797401257237183,4.975596263271648,8.75656467491314,498.0205655479292,40.731336769445726,-73.90892050694902
2023-01-02 00:00:00,LOC001,7.032107650354936,22.072658370018274,5.125380236499199,6.605504931140739,451.7686429063697,40.72951088601843,-73.91534456775346
